,Die Verurteilten,Der Pate,Dominion,Mosul,Der Pate 2,The Dark Knight,Schindlers Liste,Pulp Fiction,Berg II,Die zwölf Geschworenen,Der Herr der Ringe: Die Rückkehr des Königs,Inception,Forrest Gump,Zwei glorreiche Halunken,Der Herr der Ringe: Die Gefährten,Fight Club,Earthlings,Einer flog über das Kuckucksnest,Matrix,Der Herr der Ringe: Die zwei Türme,Parasite,Die sieben Samurai,Ist das Leben nicht schön?,Das Leben ist schön,Das Schweigen der Lämmer,Der Soldat James Ryan,Chihiros Reise ins Zauberland,City of God,The Green Mile,Für Sama,Interstellar,Joker,Die besten Jahre,Moderne Zeiten,Lichter der Großstadt,Gladiator,Léon: Der Profi,Whiplash,Ziemlich beste Freunde,Spiel mir das Lied vom Tod,Der König der Löwen,Prestige - Die Meister der Magie,Der Pianist,Avengers: Infinity War,Senna - Genie.Draufgänger.Legende,American History X,Das Salz der Erde,Zurück in die Zukunft,Der große Diktator,1917,Die letzten Glühwürmchen,Samsara,Ayla,Terminator 2: Tag der Abrechnung,Die Bucht,Django Unchained,Mrtav 'ladan,Lebe Deine Träume,Apocalypse Now,Kinder des Olymp,Boulevard der Dämmerung,Your Name.,Memento,Zeugin der Anklage,Oldboy,Der Mann mit der Kamera,Wege zum Ruhm,Es war einmal in Amerika,Prinzessin Mononoke,Das Leben der Anderen,Jäger des verlorenen Schatzes,The Dark Knight Rises,Baum der Wünsche,Die Reue,Das Fenster zum Hof,Shining,Alien: Das unheimliche Wesen aus einer fremden Welt,Lethal Strike,2001: Odyssee im Weltraum,Metropolis,Der Clou,Frau ohne Gewissen,Braveheart,Die Frau die singt - Incendies,Requiem for a Dream,Fahrraddiebe,Die Jagd,Uhrwerk Orange,Clockwork Orange,Die Verdammten,American Beauty,Amadeus,Vergiss mein nicht,Die fabelhafte Welt der Amelie,Kinder des Himmels,Full Metal Jacket,Mein Vater und mein Sohn,Inglourious Basterds,Toy Story 3,Nick Cave & The Bad Seeds,Das Appartement,Für ein paar Dollar mehr,Der unsichtbare Dritte,Komm und sieh',Wer die Nachtigall stört,Du sollst mein Glücksstern sein,Aliens: Die Rückkehr,Citizen Kane,Lawrence von Arabien,Wilde Erdbeeren,Manche mögen's heiß,Urteil von Nürnberg,V wie Vendetta,Asian Godfather - Die Gangs von Wasseypur I + II,L.A. Confidential,Article 15,Batman Begins,Die Reise nach Tokio,Gesprengte Ketten,Alles steht Kopf,Mein Nachbar Totoro,Oben,Casino,Bube Dame König grAS,Bei Anruf Mord,The Wolf of Wall Street,Apollo 11,Swades - Heimat,Alles über Eva,Reporter des Satans,Maschinenpistolen,Stirb langsam,Die Erbin,Der Schatz der Sierra Madre,Free Solo,Das siebente Siegel,Pans Labyrinth,Andrej Rubljow,The Band,Tangerines,Das wandelnde Schloss,Searching for Sugar Man,Erbarmungslos,Der Zirkus,Warrior,Sherlock Junior,Der 13.,Winterschlaf,There Will Be Blood,In ihren Augen,Der Untergang,Junge Rebellen,Goldrausch,Wie ein wilder Stier,A Silent Voice,Klaus,Chungking Express,Durch die Wand,Ben Hur,Stand by Me: Das Geheimnis eines Sommers,Citizenfour,Lohn der Angst,Fanny und Alexander,Virus,Opfer,The Big Lebowski,Der Killerwal,Die Melodie des Meeres,Marriage Story,Rush: Alles für den Sieg,The Help,Catch Me If You Can,Rampenlicht,Schlacht um Algier,Mommy,Spotlight,Der Elefantenmensch,Findet Nemo,Drachenzähmen leicht gemacht,Systemsprenger,Das Cabinet des Dr. Caligari,Kaufen für die Müllhalde,Super 30,Der Fuhrmann des Todes,Mad Max: Fury Road,Die Braut des Prinzen,Prisoners,Sixth Sense,Die Brücke am Kwai,Die Nacht,Wer den Wind sät,Nobody Knows,Es geschah in einer Nacht,Logan: The Wolverine,Die große Illusion,Raum,No Country for Old Men,Der Blade Runner,Blade Runner,Die Faust im Nacken,Million Dollar Baby,Gier nach Geld,Das Leben des Brian,Togo,Der Rest ist schweigen,Little Women,Die durch die Hölle gehen,Der letzte Mann,Nausicaä - Prinzessin aus dem Tal der Winde,Memories of Murder,Der unsichtbare Gast,Hotel Ruanda,Drei Farben - Rot,Amores perros,Shutter Island,Into the Wild,Baahubali,Gran Torino,12 Years a Slave,Reise ins Herz der Finsternis,Der dritte Mann,Love Exposure,Harry Potter und die Heiligtümer des Todes - Teil 2,Vom Winde verweht,Grand Budapest Hotel,Die Spielregel,The Gentlemen,Die rote Laterne,Rote Laterne,Jurassic Park,Sonnenaufgang,Das Verschwinden der Haruhi Suzumiya,Rebecca,Batman und Bill,Napoleon,Manderly,Der General,Stürme,Der Wind,Der Unbeugsame,Der Spiegel,Charles Dickens - Eine Weihnachtsgeschichte,Das Ding aus einer anderen Welt,Tomorrow,Brotherhood,Der König der Affen,Panik,Faust,Die Truman Show,Schildkröten können fliegen,Die Legende vom Ozeanpianisten,The Farthest,Man lebt nur einmal,Im Namen des Vaters,Der eiskalte Engel,The Raid 2,Die Rechnung ging nicht auf,Der Zauberer von Oz,Goldenes Gift,Sing Street,Das Comeback,Blood Diamond,Die Volksschule,Guardians of the Galaxy,Die Schöne und das Biest,Die kleinen Füchse,Die Teuflischen,Laura,Infernal Affairs,Vor dem Regen,Solange ein Herz schlägt,Ein Herz und eine Krone,La La Land
2015-10-05,2,44,63,24,37,29,1,26,75,0,0,36,50,0,10,46,36,30,62,0,37,0,0,11,6,30,63,30,3,0,41,11,35,42,0,9,0,37,33,19,36,0,79,0,14,28,0,1,7,43,30,37,23,0,17,1,0,0,8,71,0,49,31,0,19,0,0,0,38,8,0,22,0,64,0,21,0,0,35,51,0,0,2,34,21,0,22,15,11,0,46,83,17,17,0,2,0,17,0,0,0,0,0,0,24,96,0,26,45,41,0,0,20,88,40,0,23,0,0,40,30,56,47,0,0,24,34,46,60,0,44,5,26,0,0,52,51,0,43,0,67,0,38,21,71,0,5,36,0,36,11,0,15,0,0,67,0,25,39,0,10,0,0,44,11,0,20,0,0,0,26,49,39,0,37,100,0,16,29,0,0,0,26,0,40,0,39,21,48,27,33,23,0,0,0,96,39,0,30,0,25,0,18,37,0,33,0,33,0,0,0,0,30,0,29,58,0,0,0,0,19,0,0,66,25,0,0,66,72,5,32,0,39,0,65,0,34,41,28,0,60,0,0,17,43,0,33,63,0,0,0,0,72,0,70,57,0,2,0,0,0,24,0,47,8,0,0,66,0,0,0,0,24
2015-10-06,1,43,35,24,73,38,1,40,0,100,15,49,58,0,5,55,32,29,69,0,37,0,0,5,6,44,41,44,3,0,23,15,68,0,0,9,76,40,26,24,48,0,39,0,46,21,25,1,7,52,30,60,14,0,33,1,0,59,0,0,0,0,31,0,19,0,0,43,15,8,0,0,0,0,30,17,17,0,0,31,29,0,2,0,52,0,8,15,25,0,15,77,43,16,0,5,0,14,26,0,0,46,0,0,24,0,7,34,44,0,0,0,13,97,0,0,23,0,0,39,44,73,48,0,0,14,23,0,0,0,0,4,38,0,95,52,21,0,59,70,0,0,0,42,65,0,7,23,23,35,10,0,26,38,0,67,0,36,32,0,6,42,100,46,9,8,0,0,0,0,36,38,39,0,56,80,0,8,62,0,0,0,26,0,32,41,19,0,0,30,98,23,0,0,0,97,0,0,51,0,24,0,18,66,0,33,0,33,0,0,0,17,0,38,23,24,27,51,32,0,56,0,0,0,37,0,35,0,38,7,29,0,40,0,53,0,39,27,43,0,43,0,0,14,46,46,46,65,39,0,0,0,47,37,0,28,0,2,0,77,0,0,0,27,13,0,0,64,0,0,0,0,48
2015-10-07,2,44,51,36,37,32,1,35,0,34,8,38,54,38,8,59,21,29,65,7,37,0,0,5,6,30,21,59,4,0,15,14,35,0,0,8,0,43,42,24,41,0,20,33,14,31,50,2,10,29,0,57,9,0,33,1,0,0,11,0,0,0,59,38,19,0,0,43,15,2,0,15,0,0,0,14,0,0,71,51,57,0,1,33,35,0,8,0,17,0,15,58,34,33,76,3,0,20,39,0,0,0,0,0,48,0,0,38,35,0,0,0,18,90,0,0,23,0,32,34,29,79,40,0,41,19,34,0,0,0,0,3,25,0,24,0,21,0,67,0,33,0,75,0,55,0,4,33,0,0,21,0,30,0,0,74,0,24,19,0,6,0,0,44,13,15,20,0,0,3,47,17,39,0,40,40,0,6,24,0,0,0,0,0,30,0,29,40,0,31,0,31,0,0,0,95,0,0,24,0,24,0,35,27,62,0,29,0,0,0,74,23,46,0,26,29,55,21,22,0,28,0,0,33,12,0,35,0,33,7,31,0,40,0,75,0,44,73,41,71,55,0,0,14,37,0,55,57,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,51,13,0,43,64,0,0,0,0,0
2015-10-08,2,29,59,24,0,29,1,48,0,0,0,58,38,0,5,82,0,60,64,7,25,0,0,4,9,45,49,44,4,0,12,13,35,41,0,10,0,32,38,19,45,0,40,0,16,31,0,1,13,22,0,49,14,0,11,1,0,0,0,0,0,0,29,0,39,0,0,43,23,2,0,22,0,0,31,21,0,0,36,60,29,0,1,0,43,50,11,0,20,43,31,85,17,17,0,5,0,14,26,0,0,0,38,46,33,0,0,52,0,0,17,0,14,96,0,52,58,0,0,36,45,63,43,0,0,23,23,0,0,0,0,2,26,0,48,0,22,0,50,0,0,37,0,32,67,75,4,38,0,0,16,0,22,0,0,70,0,25,58,75,5,0,0,45,12,8,0,0,0,3,29,25,0,0,60,54,0,12,34,0,0,0,52,0,36,42,29,20,0,34,33,23,0,0,0,90,0,40,22,0,25,0,36,29,0,0,0,33,0,0,75,12,0,38,30,34,28,21,16,0,38,39,0,13,25,0,36,0,29,5,26,0,37,0,60,0,15,55,28,0,51,0,43,12,20,0,51,61,0,0,0,0,48,0,69,29,0,2,0,0,0,0,0,53,11,0,100,66,0,0,83,0,24
2015-10-09,2,52,51,26,0,54,1,28,0,36,0,33,64,0,0,46,23,48,69,0,61,0,0,4,5,81,45,64,3,0,26,14,38,45,0,11,0,26,33,63,35,0,28,0,15,78,27,1,14,37,0,44,0,0,49,1,0,0,27,0,0,0,31,0,21,0,0,35,33,3,6,32,0,0,33,29,0,0,38,65,0,0,2,0,69,54,15,17,15,0,34,72,47,35,0,3,0,15,0,0,0,100,41,50,53,0,12,85,26,0,0,70,29,93,44,0,50,0,0,41,43,70,53,20,0,28,33,0,0,0,0,3,55,0,52,0,35,0,68,0,73,0,82,23,60,0,6,33,0,0,26,0,30,0,0,70,0,27,21,0,3,0,0,43,8,11,22,0,0,0,32,44,43,0,65,70,78,14,32,0,0,0,43,0,46,0,67,44,0,29,72,25,0,0,0,86,43,0,43,0,0,0,39,38,0,36,0,0,0,0,0,0,50,0,32,47,60,45,18,0,20,42,0,33,33,0,0,0,50,8,24,0,43,0,53,0,21,60,44,0,59,11,48,21,26,0,65,59,43,100,0,80,52,41,75,31,0,1,0,0,0,53,0,47,17,0,47,67,100,0,0,36,0
2015-10-10,1,74,43,33,99,40,2,64,100,92,0,100,80,0,7,58,29,60,57,9,34,53,59,2,6,40,85,53,5,0,29,19,0,0,0,14,0,43,36,39,74,0,0,45,22,84,0,2,9,59,62,100,9,0,20,2,0,0,11,0,0,0,31,51,26,0,0,59,41,8,8,100,0,0,41,37,0,0,49,78,39,0,2,45,72,0,23,21,27,38,42,69,58,22,0,4,0,28,36,0,0,0,52,62,33,0,10,35,32,0,0,0,27,80,0,0,73,0,44,58,41,71,68,62,0,46,94,0,0,0,0,3,0,0,81,0,0,0,76,0,45,0,51,73,100,0,5,67,31,0,42,0,30,0,0,50,0,55,26,0,4,0,0,50,14,14,0,0,0,0,35,30,0,0,46,44,0,11,20,0,0,0,35,0,54,0,44,55,65,37,45,94,0,0,0,70,79,0,40,0,33,100,48,87,0,44,0,0,0,0,0,16,63,0,53,39,0,65,37,0,51,0,0,48,50,100,0,0,88,13,36,0,36,0,62,100,20,93,56,96,46,0,59,21,30,0,39,55,0,0,0,0,64,100,93,39,0,3,0,0,0,66,0,72,14,0,0,64,0,0,0,0,0
2015-10-11,2,57,93,30,0,77,1,26,0,0,14,71,68,0,6,53,54,0,53,13,23,0,0,6,7,62,52,37,4,0,21,17,0,0,0,9,0,46,44,31,58,54,24,0,32,43,32,1,8,24,38,61,12,0,21,1,0,0,26,88,0,0,28,0,40,0,0,53,43,8,7,45,0,0,38,42,0,0,0,55,36,0,2,0,61,0,17,19,28,0,77,67,85,62,0,3,62,38,48,0,0,0,47,57,30,0,0,32,22,0,0,0,25,78,100,0,58,0,0,54,55,83,60,23,0,30,100,58,73,0,54,4,64,0,0,64,45,0,72,89,41,0,47,71,83,0,7,50,0,45,30,0,42,0,0,52,0,30,48,0,8,0,0,37,9,6,0,0,0,4,14,41,49,0,67,67,0,19,30,0,0,0,33,0,70,0,48,100,0,38,0,58,97,0,0,90,0,50,55,0,0,0,22,88,0,81,0,42,0,79,0,0,38,94,57,84,0,64,20,0,31,49,91,33,31,0,0,0,27,17,40,0,70,0,100,0,37,68,73,88,39,0,0,17,34,0,60,69,49,0,0,90,60,46,0,47,0,2,0,0,0,45,0,39,14,0,0,72,0,0,0,40,61
2015-10-12,1,70,55,49,0,35,2,36,0,34,8,58,46,56,5,92,0,30,67,0,28,0,0,4,9,60,21,49,3,0,14,16,35,0,0,8,0,70,29,25,38,0,20,34,19,31,25,2,7,29,30,98,19,0,17,1,67,0,17,0,0,0,20,0,26,0,0,0,30,0,0,37,60,0,30,29,0,0,72,35,0,0,1,0,21,0,20,15,11,0,0,79,0,22,0,3,0,21,26,0,0,0,38,0,37,0,0,26,71,0,17,0,14,87,0,0,47,0,0,28,0,77,43,37,0,24,46,0,0,0,0,2,26,0,32,0,22,0,62,0,34,0,0,21,64,75,4,81,0,36,13,0,26,0,0,71,83,0,26,0,3,0,0,44,10,8,0,0,0,0,33,17,0,0,52,49,0,8,29,0,0,0,27,0,18,0,16,0,0,28,33,23,0,0,0,86,59,0,30,0,49,0,45,25,0,33,0,0,0,0,0,12,0,57,16,44,28,31,16,0,38,40,0,89,43,0,72,0,77,6,34,0,42,0,56,0,35,28,36,72,54,0,44,15,26,0,46,52,0,0,0,0,0,38,0,100,0,2,0,0,0,49,0,24,12,0,0,68,0,0,0,0,37
2015-10-13,1,39,47,0,74,44,1,43,0,34,8,36,38,37,5,33,33,30,63,0,19,0,0,7,5,0,21,59,2,0,13,13,34,62,0,9,0,37,35,29,39,0,40,33,12,21,26,2,7,39,31,57,5,0,11,1,0,0,8,72,0,0,43,0,19,0,75,22,25,6,9,44,0,64,0,26,18,0,48,31,29,0,1,33,35,50,11,15,9,0,31,83,17,33,0,6,0,17,0,0,0,47,0,0,24,0,0,0,18,0,0,0,36,95,0,52,39,0,0,30,0,79,44,18,0,29,23,0,0,0,0,4,0,0,24,0,33,0,47,0,34,0,0,36,62,0,12,64,0,36,5,0,19,0,93,70,0,37,19,0,5,42,0,42,17,8,0,0,0,3,55,25,0,0,54,59,0,16,24,77,0,0,26,0,34,0,39,20,0,37,66,23,0,0,0,94,0,0,39,0,25,0,18,62,0,33,0,33,0,0,0,12,91,38,16,39,28,62,16,0,47,0,0,40,37,0,36,0,50,5,33,0,39,0,48,0,39,28,33,0,40,10,0,16,57,47,46,66,39,0,0,0,48,38,69,28,0,2,0,0,0,24,0,41,10,0,0,67,0,0,0,33,25
2015-10-14,1,44,36,0,75,27,1,36,0,0,0,55,46,38,0,35,22,0,64,11,38,39,0,5,100,45,42,59,2,0,12,15,46,0,0,10,0,43,44,21,35,0,0,34,26,21,26,2,7,29,31,33,9,0,22,1,0,0,100,0,0,0,43,76,32,0,0,22,15,4,0,22,0,64,31,27,0,0,0,51,29,49,1,34,28,0,14,31,18,0,23,74,17,39,0,4,0,14,26,0,0,0,0,0,25,0,0,52,18,0,0,0,48,89,0,0,47,0,0,26,75,74,36,37,42,29,38,0,0,0,0,2,26,0,72,0,44,87,49,0,34,0,38,43,81,0,7,71,0,0,11,0,39,0,0,71,82,25,19,0,3,0,0,43,13,5,0,0,0,3,59,50,39,0,52,87,0,7,29,0,0,0,0,0,40,42,19,41,0,37,0,35,0,0,0,98,39,0,25,0,25,0,18,33,63,33,0,34,35,0,0,12,31,0,16,54,28,42,33,0,19,39,0,27,25,0,0,66,36,7,27,0,50,0,69,0,40,41,31,0,59,0,44,18,50,0,51,68,0,0,69,0,0,0,0,28,0,4,0,0,0,0,0,26,10,0,0,91,0,0,0,33,25
2015-10-15,1,66,56,24,38,27,1,26,0,0,0,61,55,38,5,53,0,30,66,7,19,0,0,4,27,40,21,90,3,0,18,13,0,42,0,7,0,49,38,13,33,0,50,34,14,52,26,3,9,29,0,49,14,0,17,1,67,0,50,0,0,0,29,0,32,0,0,44,30,5,6,22,0,0,0,24,18,0,54,54,29,0,2,34,64,0,8,0,18,0,31,71,17,33,0,4,0,14,0,0,33,47,0,0,41,0,0,26,27,0,0,0,14,94,0,0,47,0,0,28,45,88,45,19,42,29,35,47,0,0,0,4,26,0,32,0,73,0,75,0,0,0,0,22,55,0,4,41,0,36,13,0,38,0,0,60,83,0,33,0,6,42,0,51,13,8,0,26,0,0,59,17,0,0,37,60,0,13,29,0,0,0,0,0,16,0,20,41,0,26,33,23,0,0,0,85,39,40,52,0,49,0,18,46,0,0,0,34,0,64,0,12,0,0,30,39,42,62,33,0,19,39,0,31,38,0,36,0,53,6,22,0,39,0,56,0,50,42,39,0,51,0,0,16,43,0,33,62,0,0,0,0,48,38,0,57,0,2,0,0,0,37,0,62,10,0,0,62,0,0,84,0,25
2015-10-16,1,56,46,0,39,41,2,33,0,36,12,67,71,0,8,59,46,31,62,7,20,0,0,9,12,32,37,47,2,0,26,18,37,43,0,13,0,40,26,91,40,0,21,71,10,22,27,4,0,36,32,52,5,0,24,2,69,0,18,76,0,0,30,0,20,0,0,46,21,3,0,31,0,0,32,26,0,0,75,51,46,0,2,35,38,54,6,24,24,30,49,69,37,17,0,3,0,22,28,0,0,0,0,0,43,0,0,27,28,0,0,0,14,84,43,0,66,0,0,36,84,73,46,29,45,36,24,0,63,0,0,6,27,0,42,0,58,0,76,0,35,0,40,34,55,0,6,50,24,0,20,0,40,0,0,69,0,26,51,0,7,45,0,43,9,16,21,0,0,3,39,26,42,0,54,86,0,14,36,0,77,0,28,100,41,0,24,22,0,40,0,0,0,0,0,82,41,43,63,0,78,0,32,53,66,0,0,35,0,0,0,25,32,40,17,72,30,22,34,0,33,42,0,33,33,0,38,0,54,7,31,81,52,0,44,0,31,29,44,76,59,0,0,13,57,0,26,62,0,0,0,0,50,0,0,50,0,3,0,0,0,26,0,65,16,0,0,75,50,0,0,0,26
2015-10-17,2,58,57,32,0,58,1,28,0,0,10,72,100,49,7,48,43,39,59,0,100,0,0,3,18,59,28,78,9,0,24,19,46,0,0,10,0,49,55,33,47,0,52,0,24,82,67,5,0,45,40,65,21,0,15,2,0,0,33,0,0,0,26,0,25,0,0,100,40,6,8,48,0,0,40,32,0,0,47,83,38,0,2,44,70,0,22,41,27,38,41,52,38,58,0,2,0,32,52,0,0,0,100,61,48,0,10,34,24,0,0,0,30,77,0,0,51,0,0,47,0,83,59,24,55,17,30,0,0,0,0,5,51,0,63,0,76,0,86,94,44,0,100,42,74,0,5,62,30,0,28,0,30,51,0,60,0,32,25,99,0,55,0,43,11,10,26,0,0,4,82,33,0,0,60,64,0,12,67,0,0,0,0,0,50,0,34,27,0,51,58,31,0,0,0,75,51,0,52,0,32,0,35,41,0,0,0,44,0,0,0,15,0,0,35,45,37,27,36,0,33,0,0,17,49,0,47,86,60,17,33,0,54,0,46,0,29,36,51,94,55,0,0,20,39,0,44,66,52,0,0,0,0,0,92,75,0,2,0,0,0,48,0,65,10,91,0,79,62,78,0,43,33
2015-10-18,1,82,53,0,45,39,1,60,0,0,9,50,76,45,9,67,53,36,68,0,23,0,0,6,12,48,64,71,4,0,19,17,42,0,0,15,0,45,51,40,62,0,60,40,45,34,31,18,8,53,37,79,20,0,13,1,0,0,17,86,0,0,34,0,35,0,0,52,45,4,11,44,0,0,37,29,0,0,0,61,0,0,1,40,77,0,34,19,19,0,28,45,42,100,94,6,61,33,53,0,0,0,46,0,74,0,0,31,50,0,0,78,57,78,0,0,28,0,40,41,72,90,44,22,0,35,28,0,0,0,0,6,62,77,58,0,79,0,85,0,81,0,0,34,81,0,6,40,56,43,26,0,81,0,0,61,0,40,47,91,4,51,61,46,14,9,0,0,0,3,93,53,0,93,48,42,0,14,38,0,0,0,0,0,41,0,23,66,0,39,80,37,0,0,0,88,47,0,54,0,0,0,36,60,0,0,0,40,0,0,90,14,37,0,44,65,100,50,20,0,34,0,0,21,30,0,0,0,41,11,30,0,48,0,63,0,30,0,74,0,65,0,0,17,92,0,64,87,0,0,83,0,58,0,0,0,0,2,0,0,0,44,0,71,31,0,0,81,85,0,0,79,30
2015-10-19,1,48,39,36,37,58,1,40,0,33,8,48,54,0,0,42,0,0,74,7,18,0,0,5,9,29,28,0,3,0,10,16,0,41,0,9,0,63,33,24,55,0,19,0,9,48,25,8,0,29,30,0,32,0,11,1,0,0,22,70,0,0,20,38,38,0,0,21,30,2,6,22,0,0,0,27,0,0,35,60,29,0,1,0,42,0,17,23,20,0,15,64,17,57,0,2,0,7,0,0,65,0,0,0,48,0,0,38,41,0,0,0,27,86,40,0,23,0,0,23,29,68,50,18,0,24,30,0,0,0,0,6,0,0,39,0,21,0,42,0,67,36,37,42,49,0,5,58,0,0,16,0,22,0,0,70,81,24,19,74,5,0,0,44,15,10,0,0,0,0,76,0,0,0,42,37,0,8,41,0,0,0,39,0,26,41,14,20,0,28,33,23,0,0,0,96,0,0,29,0,0,0,0,41,62,32,0,0,0,63,73,0,60,57,29,53,27,20,16,0,37,0,0,13,37,0,0,0,36,10,38,0,38,0,69,0,29,81,56,0,60,0,0,16,60,46,43,77,0,0,0,0,0,0,0,28,0,2,0,0,0,32,0,25,8,0,0,67,0,0,0,0,36
2015-10-20,2,45,43,24,36,46,1,33,73,0,0,40,49,37,15,48,32,29,74,14,19,38,0,5,6,44,41,58,2,0,8,13,0,0,0,8,0,63,32,24,44,0,0,33,25,48,100,16,13,33,45,40,16,0,44,0,0,0,8,0,0,0,39,0,31,0,0,43,15,5,6,36,0,0,0,25,0,0,35,68,0,0,2,0,28,0,11,0,20,0,30,81,17,16,0,3,0,10,38,0,0,0,37,45,36,0,7,0,26,41,0,0,22,98,0,0,23,0,0,24,29,75,43,27,0,29,23,0,0,0,0,6,25,0,78,0,21,0,45,0,33,0,0,21,63,0,5,51,0,0,16,0,27,0,0,72,0,72,28,0,3,0,0,45,17,8,0,25,0,0,40,16,0,0,34,77,70,8,40,0,0,0,0,0,35,41,10,40,0,33,0,45,77,0,0,96,0,0,44,59,36,0,70,47,0,32,29,33,34,0,0,0,30,0,16,33,0,30,32,0,18,0,0,13,18,0,35,0,47,8,28,0,39,0,50,0,29,45,28,0,61,10,0,12,46,0,52,70,0,0,0,0,47,0,0,28,0,2,0,0,0,60,76,41,13,0,0,65,46,0,0,0,24
2015-10-21,1,24,36,24,38,24,1,31,0,34,0,29,21,38,5,43,44,46,80,7,57,0,0,5,4,30,32,30,0,0,11,19,0,0,0,8,0,49,25,34,44,0,40,34,12,49,0,100,7,44,31,50,29,81,28,1,0,0,17,0,0,0,22,0,39,0,76,33,31,3,6,15,0,0,31,9,0,0,36,70,0,0,1,0,32,51,9,31,21,0,39,64,35,17,0,3,51,11,0,0,0,0,0,0,25,0,0,26,36,0,0,0,28,100,0,53,39,0,33,21,91,64,43,19,0,15,31,0,0,78,44,5,26,0,57,0,29,0,66,0,69,38,0,22,72,0,5,55,0,0,100,0,19,0,0,69,0,50,29,0,3,0,0,46,16,8,0,0,0,0,60,17,0,0,61,66,0,4,25,0,0,0,0,0,12,0,23,0,0,35,67,0,80,0,0,100,40,0,45,61,25,0,18,70,0,0,30,0,0,0,0,12,31,0,30,30,28,28,16,0,19,0,0,33,50,0,36,0,42,10,32,0,38,0,56,0,25,70,42,72,53,0,0,14,49,47,47,62,40,0,0,0,0,0,0,29,0,3,0,0,0,25,0,46,9,0,0,98,0,60,0,0,37
2015-10-22,1,47,32,24,38,36,1,29,0,0,8,42,47,0,0,44,0,30,81,7,32,0,0,5,4,62,21,71,3,0,9,17,71,0,0,10,0,41,23,25,50,0,40,0,19,54,26,25,10,30,31,50,19,0,11,1,0,0,17,0,0,0,32,0,30,0,0,44,15,3,6,30,0,65,0,31,0,0,55,63,29,0,2,34,33,0,20,16,14,0,40,74,26,25,0,2,51,14,27,0,0,48,0,0,25,99,0,26,18,0,0,0,14,90,0,0,48,0,0,21,0,66,45,19,0,30,23,0,0,0,0,8,26,0,65,0,45,0,85,0,68,0,0,55,70,0,15,36,0,36,54,0,27,0,0,64,0,25,20,0,0,0,0,47,14,5,0,0,0,0,41,51,0,0,41,41,72,11,27,0,0,0,27,0,31,85,33,21,0,29,34,40,0,0,0,87,40,0,50,0,25,0,18,43,65,33,31,34,35,0,0,12,32,0,30,25,43,21,50,46,83,0,76,27,26,0,36,67,42,17,27,0,33,0,61,0,20,70,42,0,47,10,0,12,42,0,23,76,40,0,0,0,0,38,0,29,0,2,0,0,50,25,78,28,12,0,44,73,48,0,0,34,25
2015-10-23,1,51,57,0,41,45,1,63,0,37,0,45,51,83,6,72,24,33,79,12,21,0,0,7,4,44,46,98,2,0,15,18,38,0,0,18,0,41,56,20,38,48,33,37,28,46,84,21,7,40,0,63,18,0,16,1,0,0,27,78,0,0,34,0,21,0,0,24,33,7,6,65,0,70,33,28,0,0,39,65,0,0,3,0,47,0,9,51,15,0,43,58,38,18,0,4,0,15,29,76,0,52,0,0,27,0,0,28,20,0,0,0,22,82,0,0,34,0,36,29,33,62,52,20,46,21,51,0,0,0,48,100,28,0,44,0,36,0,82,0,37,0,0,59,66,0,6,37,0,0,32,0,29,0,0,62,0,27,21,0,0,0,56,44,11,25,22,0,0,0,53,18,43,0,50,51,79,9,29,0,80,74,29,0,40,0,39,68,0,31,0,38,0,0,0,83,43,0,43,0,0,0,66,60,69,0,0,0,0,0,0,0,68,42,43,80,30,53,18,100,21,0,0,39,34,0,79,0,40,17,45,0,52,0,61,0,16,71,51,78,69,0,48,15,29,0,36,51,0,0,0,0,53,0,77,63,0,3,0,0,0,27,0,39,11,0,47,69,0,0,0,36,41
2015-10-24,3,72,59,0,51,100,1,74,0,0,0,67,74,0,7,49,29,41,75,0,34,54,0,5,8,41,76,80,3,0,21,24,47,0,0,14,0,66,39,17,69,59,40,0,79,42,70,12,0,30,0,55,10,0,23,2,0,0,26,0,0,0,58,0,26,0,0,58,31,4,8,60,0,86,42,39,0,0,98,78,0,0,2,45,77,0,31,42,25,0,53,74,31,22,0,4,0,24,35,0,68,0,0,0,100,0,0,35,24,0,0,0,37,73,0,0,63,0,45,35,40,72,57,42,0,33,47,0,0,0,0,14,0,87,65,70,59,0,100,0,69,0,51,43,86,0,7,61,31,49,44,0,46,0,0,52,0,33,52,0,0,0,69,41,9,10,0,0,53,4,80,22,0,0,43,38,97,12,59,0,99,91,0,0,55,0,44,74,0,53,0,31,0,0,0,80,53,0,27,0,34,0,37,34,0,0,0,45,0,0,0,0,42,0,63,86,56,28,22,0,51,0,100,66,25,0,98,0,34,24,50,0,40,0,71,0,20,37,80,97,56,0,0,12,56,0,33,66,54,0,0,0,0,51,94,38,0,4,0,0,0,33,0,86,8,0,58,65,0,81,0,45,100
